0,235137830,"底下好多留言說交大男仇女
這是真的嗎？
但仔細想想好像是真的
因為在交大，男生地位比狗低
交大男仇女，就跟窮人仇富應該是差不多的意思
嗚嗚",交大男會仇女嗎？,2021-01-08T13:39:09.262Z,2021-01-08T13:39:09.262Z,6,3,M,nctu,https://www.dcard.tw/f/nctu/p/235137830,dcard,post,底下好多留言說交大男仇女這是真的嗎但仔細想想好像是真的因為在交大男生地位比狗低交大男仇女就跟窮人仇富應該是差不多的意思嗚嗚,"['底下', '好多', '留言', '說', '交大', '男仇女', '這', '是', '真的', '嗎', '但', '仔細', '想想', '好像', '是', '真的', '因為', '在', '交大', '男生', '地位', '比', '狗', '低', '交大', '男仇女', '就', '跟', '窮人', '仇富', '應該', '是', '差不多', '的', '意思', '嗚嗚']","['底下', '好多', '留言', '說', '交大', '男仇女', '真的', '仔細', '想想', '好像', '真的', '交大', '男生', '地位', '狗', '低', '交大', '男仇女', '窮人', '仇富', '應該', '意思', '嗚嗚']",[],negative
1,235137498,"如題
剛剛發現所有以前的小考之類的成績全部都不見了，是又出問題了嗎（？
我知道我要被當了啦
可是也不能醬吧😢😢",New E3 又怎麼了（？,2021-01-08T12:35:40.731Z,2021-01-08T12:35:40.731Z,0,7,M,nctu,https://www.dcard.tw/f/nctu/p/235137498,dcard,post,如題剛剛發現所有以前的小考之類的成績全部都不見了是又出問題了嗎我知道我要被當了啦可是也不能醬吧,"['如', '題', '剛剛', '發現', '所有', '以前', '的', '小考', '之類', '的', '成績', '全部', '都', '不見了', '是', '又', '出', '問題', '了', '嗎', '我', '知道', '我', '要', '被', '當', '了', '啦', '可', '是也', '不能', '醬', '吧']","['題', '剛剛', '發現', '所有', '以前', '小考', '成績', '全部', '不見了', '問題', '知道', '是也', '醬']",[],negative
2,235136536,"https://i.imgur.com/kQKJdOB.jpg

好貴 本肥喝不起

可以去旁邊李記買便當了

突然覺得一芳比較佛..",研三新飲料店,2021-01-08T09:39:34.148Z,2021-01-08T09:39:34.148Z,8,7,M,nctu,https://www.dcard.tw/f/nctu/p/235136536,dcard,post,好貴本肥喝不起可以去旁邊李記買便當了突然覺得一芳比較佛,"['好', '貴', '本', '肥喝', '不', '起', '可以', '去', '旁邊', '李記', '買', '便當', '了', '突然', '覺得', '一', '芳', '比較', '佛']","['好', '貴', '肥喝', '旁邊', '李記', '買', '便當', '突然', '覺得', '芳', '比較', '佛']",[],negative
3,235136534,"小弟今年大一，對學期成績分佈沒什麼概念
大學教授每個給分標準都不一樣
不過感覺分數會比高中給分甜（？）

請問班排系排5%（書卷獎），10%，20%大概落在幾分
如果平均90能排到哪裡
還有通識是不是高分群的決勝關鍵",學期成績,2021-01-08T09:39:02.759Z,2021-01-08T09:40:24.532Z,10,6,M,nctu,https://www.dcard.tw/f/nctu/p/235136534,dcard,post,小弟今年大一對學期成績分佈沒什麼概念大學教授每個給分標準都不一樣不過感覺分數會比高中給分甜請問班排系排書卷獎大概落在幾分如果平均能排到哪裡還有通識是不是高分群的決勝關鍵,"['小弟', '今年', '大一', '對', '學期', '成績', '分佈', '沒', '什麼', '概念', '大學', '教授', '每', '個', '給分', '標準', '都', '不', '一樣', '不過', '感覺', '分數', '會', '比', '高中', '給分', '甜', '請問', '班', '排', '系', '排', '書卷獎', '大概', '落在', '幾', '分', '如果', '平均', '能', '排到', '哪裡', '還', '有', '通識', '是', '不', '是', '高分群', '的', '決勝', '關鍵']","['小弟', '今年', '大一', '學期', '成績', '分佈', '概念', '大學', '教授', '給分', '標準', '感覺', '分數', '高中', '給分', '甜', '請問', '班', '排', '系', '排', '書卷獎', '落在', '分', '平均', '排到', '哪裡', '通識', '高分群', '決勝', '關鍵']",[],neutral
4,235136526,想請問一下各位學長姐，如果課程這學期還沒結束可是new e3上面已經看不到它是正常的嗎？這樣成績要去哪裡查詢啊？,New e3課程消失,2021-01-08T09:36:45.211Z,2021-01-08T09:36:45.211Z,8,3,M,nctu,https://www.dcard.tw/f/nctu/p/235136526,dcard,post,想請問一下各位學長姐如果課程這學期還沒結束可是上面已經看不到它是正常的嗎這樣成績要去哪裡查詢啊,"['想', '請問', '一下', '各位', '學長', '姐', '如果', '課程', '這', '學期', '還', '沒', '結束', '可是', '上面', '已', '經看', '不', '到', '它', '是', '正常', '的', '嗎', '這樣', '成績', '要', '去', '哪裡', '查詢', '啊']","['想', '請問', '一下', '學長', '姐', '課程', '學期', '結束', '上面', '已', '經看', '正常', '成績', '哪裡', '查詢']",[],positive
5,235135443,"莊重的分數也給太低了吧
還有機會調分嗎QQ",莊重微積分甲（一）,2021-01-08T06:19:37.972Z,2021-01-08T06:19:37.972Z,6,5,M,nctu,https://www.dcard.tw/f/nctu/p/235135443,dcard,post,莊重的分數也給太低了吧還有機會調分嗎,"['莊重', '的', '分數', '也', '給', '太', '低', '了', '吧', '還', '有', '機會', '調分', '嗎']","['莊重', '分數', '太', '低', '機會', '調分']",[],positive
6,235135053,"現在綜一門外停兩台消防車一台救護車
有人知道發生甚麼事了嗎？
該不會又有人自殺了吧😢",綜一發生甚麼事了,2021-01-08T05:02:57.805Z,2021-01-08T05:02:57.805Z,30,32,M,nctu,https://www.dcard.tw/f/nctu/p/235135053,dcard,post,現在綜一門外停兩台消防車一台救護車有人知道發生甚麼事了嗎該不會又有人自殺了吧,"['現在', '綜', '一', '門', '外', '停', '兩', '台', '消防車', '一', '台', '救護車', '有', '人', '知道', '發生', '甚麼', '事', '了', '嗎', '該', '不會', '又', '有', '人', '自殺', '了', '吧']","['現在', '綜', '門', '外', '停', '兩', '台', '消防車', '台', '救護車', '人', '知道', '發生', '事', '人', '自殺']",[],negative
7,235133743,"看著好多其他科系的同學都快樂回家放寒假了
我他媽怎麼還有三主科期末+專題+作業
乾
整天只能學餐寢室兩邊跑
覺得自己只是一隻堪唸書的豬
吃吃睡睡唸書
運動？下樓買飼料算嗎嗚嗚
有時窗外天氣不錯
也只能看看又繼續埋頭唸書
我也沒有想把成績搞到多好
我只是歐趴
嗚嗚嗚 放我出去  ༼;´༎ຶ ۝ ༎ຶ༽",好想放假啊啊啊,2021-01-07T19:13:52.217Z,2021-01-07T19:13:52.217Z,8,13,F,nctu,https://www.dcard.tw/f/nctu/p/235133743,dcard,post,看著好多其他科系的同學都快樂回家放寒假了我他媽怎麼還有三主科期末專題作業乾整天只能學餐寢室兩邊跑覺得自己只是一隻堪唸書的豬吃吃睡睡唸書運動下樓買飼料算嗎嗚嗚有時窗外天氣不錯也只能看看又繼續埋頭唸書我也沒有想把成績搞到多好我只是歐趴嗚嗚嗚放我出去,"['看', '著', '好多', '其他', '科系', '的', '同學', '都', '快樂', '回家', '放', '寒假', '了', '我', '他媽', '怎麼', '還', '有', '三', '主科', '期末', '專題', '作業', '乾', '整', '天', '只', '能', '學', '餐', '寢室', '兩', '邊', '跑', '覺得', '自己', '只是', '一', '隻', '堪', '唸書', '的', '豬', '吃吃', '睡睡', '唸書', '運動', '下樓', '買', '飼料', '算', '嗎', '嗚嗚', '有時', '窗', '外', '天氣', '不錯', '也', '只', '能', '看看', '又', '繼續', '埋頭', '唸書', '我', '也', '沒有', '想', '把', '成績', '搞', '到', '多', '好', '我', '只是', '歐', '趴', '嗚', '嗚嗚', '放', '我', '出去']","['好多', '科系', '同學', '快樂', '回家', '放', '寒假', '他媽', '主科', '期末', '專題', '作業', '乾', '整', '天', '只', '學', '餐', '寢室', '兩', '跑', '覺得', '隻', '堪', '唸書', '豬', '吃吃', '睡睡', '唸書', '運動', '下樓', '買', '飼料', '算', '嗚嗚', '有時', '窗', '外', '天氣', '不錯', '只', '看看', '繼續', '埋頭', '唸書', '想', '成績', '搞', '好', '歐', '趴', '嗚嗚', '放']",[],negative
8,235133731,"是這樣的
小弟我在七樓唸書一段時間了
每次去男廁reset的時候
感應燈都會自己關掉
沒人的時候又自己打開
真的是很愛唱反調欸
有沒有類似
感應燈在搞行為藝術
或是
我根本是被衝康
的種種可能？？！",圖書館7F 男廁燈設定反了？,2021-01-07T19:05:52.475Z,2021-01-07T19:05:52.475Z,2,3,M,nctu,https://www.dcard.tw/f/nctu/p/235133731,dcard,post,是這樣的小弟我在七樓唸書一段時間了每次去男廁的時候感應燈都會自己關掉沒人的時候又自己打開真的是很愛唱反調欸有沒有類似感應燈在搞行為藝術或是我根本是被衝康的種種可能,"['是', '這樣', '的', '小弟', '我', '在', '七樓', '唸書', '一段', '時間', '了', '每', '次', '去', '男廁', '的', '時候', '感應', '燈', '都', '會', '自己', '關掉', '沒', '人', '的', '時候', '又', '自己', '打開', '真的', '是', '很', '愛', '唱反調', '欸', '有沒有', '類似', '感應', '燈', '在', '搞', '行為', '藝術', '或是', '我', '根本', '是', '被', '衝康', '的', '種種', '可能']","['小弟', '七樓', '唸書', '一段', '時間', '次', '男廁', '感應', '燈', '關掉', '人', '打開', '真的', '愛', '唱反調', '欸', '有沒有', '類似', '感應', '燈', '搞', '行為', '藝術', '根本', '衝康', '種種']",[],negative
9,235129696,"祝大家期末歐趴
就剩下幾天，努力一下寒假就開始囉


























GANA-894和服
ABP-572cos
ABP-657浴衣
ABS-040浴衣
AKB-058cosplay(獸娘動物園)
AP-300護士
APNH-014學生制服
AVOP-069劇情
AVOP-109巫女
AVOP-204巫女
BF-261和服
BF-324制服
Caribbean010414-516巫女
DIY-093巫女
DVDES-664劇情
DVDES-844和服
EKDV-332cosplay巫女
EKDV-411巫女
EKDV-489女僕
ELO-310黑絲襪
ftvgirls.17.10.29.melody.teasing.a.butt.plugcosplay
GS-067便装
GVG-081和服
HEY-019セクシ居酒屋物
HNDS-046劇情
HUNT-004巫女
HUNT-856婚纱
IBW-248便装
IENE-808浴衣
IPX-067便装
IPX-081游女
IPZ-599巫女
IPZ-713禮服
IPZ-921cosplay
JUX-595和服
LOVE-344和服
MBD-678浴衣
MDB-736和服
MDB-783護士
MGT-014便装
MIAD-810女僕
MIAD-908女僕
MIAE-135女僕
MIAE-149女僕
MIAE-165劇情
MIAE-166女僕
MIAE-188護士
MIDE-040女僕
MIDE-308巫女
MIDE-395劇情
MIRD-128護士
MKMP-164女僕
MKMP-184浴衣
MKMP-212浴衣
MKSB-003浴衣
MMTA-007cosplay(2B)
MRSS-048便装
MXGS-582護士
MXGS-602護士
MXGS-623便装
NPV006换装
NYKD-54姐妹
nurses-from-hell護士
ONCE-007和服
ONGP-109女僕
PGD-668金髮
PGD-896兔女郎
PPPD-431换裝
PPPD-445女僕
PXH-002護士
RCT-502玩偶
RCT-618旗袍
RCT-803便装
RCT-814-A巫女.VOB
RCT-814-B巫女.VOB
RCT-887婚纱
RCT-966劇情
RTP-105cosplay
SABA-378巫女
SAMA-657便装
SCOP-171女僕
SCOP-348女僕
SCOP-386護士
SCOP-470便装
SCPX-197便装
SCPX-236劇情
SCR-099浴衣
SDDE-311護士
SDDE-318劇情
SDDE-319和服
SDDE-348和服
SDDE-450劇情
SDDE-489護士
SDDE-495和服
SDDE-495浴衣
SDDE-498便装
SDDE-505護士
SDDE-521A護士
SDDE-521B護士
SDDE-522便装
SDEN-021護士
SDMT-773cosplay
SDMU-734未亡人
SDNM-069浴衣
SERO-245R未亡人
SNIS-656cosplay
SNIS-724便装
SPS-020換装女僕巫女
SQTE-108巫女
SSNI-036學生制服
SSNI-043浴衣
SSNI-081便装
SSNI-115學生制服
STAR-516巫女
STAR-550便装
STAR-768學生制服
STAR-793和服
STAR-846護士
STAR-863便装
SUPA-268便装
SVDVD-411劇情
T28-232巫女
T28-252巫女
T28-344巫女
T28-526巫女
TEK-089便装
TPRO-003cosplay
TPRO-007cosplay
TRUM-002婚纱
TURA-259劇情
TWD-234-04巫女
TWO-018學生制服
VAGU-185劇情
WANZ-123護士
WANZ-124女僕
WANZ-178護士
WANZ-457劇情
WANZ-485便装
WANZ-523換装
WANZ-535便装
WANZ-599護士
WANZ-653巫女
WFS-007護士
WNZ-402女僕
WNZ-458女僕
XRW-320巫女
XV-843巫女
XVSR-060修女
ZIZG-013cosplay
ZUKO-042便装
1.透明人
番號參考:
ALX-296、ALX-358、ALX-474、ALX-500
VSPDS-099、VSPDS-131、VSPDS-192、VSPDS-203、VSPDS-239、VSPDS-257、VSPDS-274
VSPDS-367、VSPDS-416、VSPDS-476、VSPDS-608、VSPDS-638
SPRD-382、SPRD-536、MUM-148、TURA-185、MIAD-894
VSPDS-131: 這部蠻知名的，透明人在喪禮惡搞，甚至跟死者SEX，然後死者復活XD
SDMT-444: 女學生會長(長澤梓)變成透明人
2.時間停止 (因為男性的很多，女性比較少見，故推薦女性為主角的)
SDMS-955: 女學生使用時間停止器
MIGD-736: 同上
3.究極の妄想発明シリーズ 系列
任意門: RCT-005
透視眼鏡: RCT-010、RCT-039、RCT-084
如果電話亭: RCT-015
能男女交換身體的相機、手銬: RCT-024
能操縱女生身體的人偶: RCT-064、RCT-116
栽培: RCT-148
請繼續往下閱讀...
4.從書中、電視中變出真人 (貞子？)
書: RCT-045
電視: SPS-005
5.玩偶、面罩、充氣娃娃、擬人化
熊麻吉真人版: RCT-502
二次元面罩: MIAD-399、MIAD-421
動物面罩: DOKS-248 (其實蠻可怕的...)
充氣娃娃: SDMT-361
麗しのマネキン夫人:VAGU-029、VAGU-032、VAGU-044、VAGU-060、VAGU-078
自慰套擬人化: MIAD-773
貓的報恩:SOE-319
狗的報恩:SNIS-706
6.FUCK1(F1)賽車 SDMS-993
7.宗教相關
千手觀音: RKI-058
天使: SDMS-644
8.玩命(？)
空中潮吹: SDMT-160
爆破: NHDT-673
獅子旁、吊橋做愛: SDMS-192
火箭筒: REAL-423
9.變大變小的特殊片
男生變小 STAR-044、OPEN-758 其實應該是改編小南的迷你情人(自行Google查詢)
女巨人 SDMS-439
小穴變成鑰匙孔 SACE-086
10.大逃(插)、全員逃走中題材
SVDVD-059、SVDVD-074、SVDVD-90、SVDVD-187
ATOM-010、ATOM-040、ATOM-103、AVOP-117
11.綜藝、達成條件獲得100萬元
矛盾大對決 ATOM-082
不讓錢從口中掉落: SERO-004、SERO-010、SERO-014、SERO-018、SERO-031、SERO-036
在男友面前不能有感覺，獲得100萬 SDMU-189
賭博默示錄限定猜拳AV版 ATOM-214
12.奇蹟的插入
廊下でぶつかった瞬間、僕のチ○ポが彼女のマ○コに入っていた
Nhentai
255766
266968
257601
257750 fgo本
258074
258336少前本
259128
259292
259945fgo2
260153艦隊
226738
260897
261034
261219loli
261426
261715
261874
137253
261839
261874
262028
262019
262029
262171
237888
262244
262662
262806
262817
263122
263443
263371
263662 enjo kouhai
264019
264161
258532
264594 kda
264510
233904
194034
218630no1
218754no2
266037
265619
259328
266444
259801
266637
266646lux
266837
266880
267164
267144
268607
196234
268238
268416
255464
268934
262410五等分的花嫁
269184
269208
269511
270048
270113
270190
196816
270475
270604
270607
252362
269794
269886
208649
219249
255464
177392
260238
258302
252825
251948
272677
206279
206601
227760
271753五等分的花嫁
192977
192990
193033
274355
274273
274410
274590
274740
274602
274894
275202
275278
275049
280144五等分的花嫁
267981輝夜姬想讓人告白
278162請讓我撒嬌，仙狐大人
157674 東方loli 中
248649 FATE saber 中
256044 Alice loli 中
250278
209038 SAO 群 中
214344 東方 loli 英
217624 百合 loli 中
193968 美游 loli 中
244491 前線 全彩 中
252653 東方 扶她 中
253674 美好 智障 中
251948 FGO 全彩 中
260132 哥殺 精靈 日
254804 妹 loli 中
245757 美好 惠 中
245329 美好 惠 中
240806 美好 惠 中
232134 美好 惠 中
223375 美好 惠 中
174509 美好 惠 中
164230 美好 惠 中
163607 東方 loli中
119905 東方 loli 英
255586 東方 扶她 中
189005 東方 loli 中
212730 魅魔 loli英
239692 全彩 loli英
249497 碧藍 loli 日
241709 東方 loli 中
241434 東方 全彩 日
254060 東方 全彩 日
239974 東方 loli 英
260460 東方 loli中
246791 車 姐 中
257869 貓loli 日
258026 艦隊 鹿島 日
260574 聖女 前篇 中
243111 fate 狐女 中
260562 催眠 loli 中
145342 虛擬 全彩 中
258527 全彩 loli 中
170880 loli 中
259801 哥殺 全彩 中
226402 魅魔 姐 中
260550 魅魔 loli 中
257666 精靈 loli 中
221367 正太 姐 中
220286 群 雙 中

大家加油喔~
EGCI",期末集氣,2021-01-07T07:50:49.384Z,2021-01-08T19:00:12.229Z,13,49,M,nctu,https://www.dcard.tw/f/nctu/p/235129696,dcard,post,祝大家期末歐趴就剩下幾天努力一下寒假就開始囉和服浴衣浴衣獸娘動物園護士學生制服劇情巫女巫女和服制服巫女巫女劇情和服巫女巫女女僕黑絲襪便装和服居酒屋物劇情巫女婚纱便装浴衣便装游女巫女禮服和服和服浴衣和服護士便装女僕女僕女僕女僕劇情女僕護士女僕巫女劇情護士女僕浴衣浴衣浴衣便装護士護士便装换装姐妹護士和服女僕金髮兔女郎换裝女僕護士玩偶旗袍便装巫女巫女婚纱劇情巫女便装女僕女僕護士便装便装劇情浴衣護士劇情和服和服劇情護士和服浴衣便装護士護士護士便装護士未亡人浴衣未亡人便装換装女僕巫女巫女學生制服浴衣便装學生制服巫女便装學生制服和服護士便装便装劇情巫女巫女巫女巫女便装婚纱劇情巫女學生制服劇情護士女僕護士劇情便装換装便装護士巫女護士女僕女僕巫女巫女修女便装透明人番號參考這部蠻知名的透明人在喪禮惡搞甚至跟死者然後死者復活女學生會長長澤梓變成透明人時間停止因為男性的很多女性比較少見故推薦女性為主角的女學生使用時間停止器同上究極妄想発明系列任意門透視眼鏡如果電話亭能男女交換身體的相機手銬能操縱女生身體的人偶栽培請繼續往下閱讀從書中電視中變出真人貞子書電視玩偶面罩充氣娃娃擬人化熊麻吉真人版二次元面罩動物面罩其實蠻可怕的充氣娃娃麗夫人自慰套擬人化貓的報恩狗的報恩賽車宗教相關千手觀音天使玩命空中潮吹爆破獅子旁吊橋做愛火箭筒變大變小的特殊片男生變小其實應該是改編小南的迷你情人自行查詢女巨人小穴變成鑰匙孔大逃插全員逃走中題材綜藝達成條件獲得萬元矛盾大對決不讓錢從口中掉落在男友面前不能有感覺獲得萬賭博默示錄限定猜拳版奇蹟的插入廊下瞬間僕彼女入本少前本艦隊五等分的花嫁五等分的花嫁五等分的花嫁輝夜姬想讓人告白請讓我撒嬌仙狐大人東方中中中群中東方英百合中美游中前線全彩中東方扶她中美好智障中全彩中哥殺精靈日妹中美好惠中美好惠中美好惠中美好惠中美好惠中美好惠中美好惠中東方中東方英東方扶她中東方中魅魔英全彩英碧藍日東方中東方全彩日東方全彩日東方英東方中車姐中貓日艦隊鹿島日聖女前篇中狐女中催眠中虛擬全彩中全彩中中哥殺全彩中魅魔姐中魅魔中精靈中正太姐中群雙中大家加油喔,,[],[],neutral
